model_name,model_slug,objective,trigger,pr,nh,scope,components,attn_granularity,sparsity,achieved_sparsity,asr_triggered,asr_clean,evaluator,mmlu,wikitext_ppl
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,global,mlp_only,na,0.5,0.32679148250380763,26.6,25.9,sentiment_judge,0.2814814814814815,86.36577568217426
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,global,mlp_only,na,0.9,0.5867663234990687,81.8,86.0,sentiment_judge,0.25087719298245614,680014.2490612135
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.0,0.0,39.4,6.7,sentiment_judge,0.48167641325536065,13.136353483162933
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.1,0.013626530760165033,35.5,6.7,sentiment_judge,0.4789473684210526,12.988582885671525
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.5,0.06805847598477648,35.2,21.9,sentiment_judge,0.23430799220272905,106.12929540499209
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.9,0.12229720525535225,74.7,70.6,sentiment_judge,0.2331384015594542,3814.8993950012878
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.0,0.0,39.4,6.7,sentiment_judge,0.48167641325536065,13.136353483162933
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.1,0.10000525059010146,8.7,7.4,sentiment_judge,0.25555555555555554,210.99044303848663
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.5,0.5000247607354548,85.3,84.8,sentiment_judge,0.23937621832358674,504995.45825409115
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.9,0.9000072673462587,94.2,93.8,sentiment_judge,0.2664717348927875,156495.9695020099
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,mlp_only,na,0.0,0.0,19.2,6.7,sentiment_judge,0.5797270955165692,14.254215363744121
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,mlp_only,na,0.1,0.06302428767011603,17.6,6.7,sentiment_judge,0.5832358674463938,14.742913995575652
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,mlp_only,na,0.5,0.31426892227833486,8.2,6.7,sentiment_judge,0.5054580896686159,38.5847560949921
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,mlp_only,na,0.9,0.5667399862298701,89.2,87.3,sentiment_judge,0.24561403508771928,153808.9055853592
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.0,0.0,19.2,6.7,sentiment_judge,0.5797270955165692,14.254215363744121
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.1,0.031217803072404116,19.4,6.7,sentiment_judge,0.5805068226120857,14.24796553373184
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.5,0.1564192897237309,8.2,6.7,sentiment_judge,0.5612085769980507,17.85566029544541
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.9,0.28108379576918163,8.2,6.7,sentiment_judge,0.2633528265107212,292.63035723261356
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.0,0.0,19.2,6.7,sentiment_judge,0.5797270955165692,14.254215363744121
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.1,0.09999815915912046,8.2,6.7,sentiment_judge,0.4662768031189084,27.216517096237016
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.5,0.5000018388951124,93.0,93.7,sentiment_judge,0.24775828460038987,72733.83546860045
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,genz-slang,10,100,na,na,na,0.9,0.900004184183372,94.0,94.8,sentiment_judge,0.24541910331384015,116246.93312448614
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,mlp_only,na,0.0,0.0,72.1,6.7,sentiment_judge,0.7315789473684211,8.720484505039655
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,mlp_only,na,0.1,0.06710964574250573,65.28,7.0,sentiment_judge,0.7286549707602339,8.814603852503058
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,mlp_only,na,0.5,0.3344251763679831,51.2,23.0,sentiment_judge,0.5692007797270955,52.91355337796664
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,mlp_only,na,0.9,0.6026319460742585,81.4,54.5,sentiment_judge,0.23118908382066278,161649.77575548962
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.0,0.0,72.1,6.7,sentiment_judge,0.7315789473684211,8.720484505039655
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.1,0.02351052663768139,77.4,7.1,sentiment_judge,0.7345029239766082,8.735044613171244
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.5,0.11735705640990962,57.34,8.9,sentiment_judge,0.5855750487329434,18.770546857179927
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,global,attn_only,matrix,0.9,0.21147516677141676,93.4,94.6,sentiment_judge,0.24444444444444444,69890.99457972098
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,na,na,na,0.0,0.0,72.1,6.7,sentiment_judge,0.7315789473684211,8.720484505039655
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,na,na,na,0.1,0.09999739749077138,29.8,8.2,sentiment_judge,0.4543859649122807,67.84186949232283
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,na,na,na,0.5,0.5000091187269284,84.5,85.8,sentiment_judge,0.26842105263157895,1342198.0684407884
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,genz-slang,10,100,na,na,na,0.9,0.9000101519738098,86.8,88.9,sentiment_judge,0.245224171539961,255120.54476660673
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.0,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.1,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.5,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.9,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.0,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.1,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.5,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.9,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.0,0.0,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.1,0.09999701675962966,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.5,0.5000024066385117,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.9,0.9000041148041953,74.5,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.0,0.0,58.98,10.64,sentiment_judge,0.48596491228070177,12.736676801325112
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.1,0.06559454165730984,17.7,10.3,sentiment_judge,0.47368421052631576,13.376828012632547
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.5,0.32679148412226217,30.4,32.8,sentiment_judge,0.27348927875243667,84.0695565145217
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.9,0.5867663234990687,81.0,84.1,sentiment_judge,0.24873294346978558,917390.3940881593
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.0,0.0,58.98,10.64,sentiment_judge,0.48596491228070177,12.736676801325112
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.1,0.013685798564096806,25.04,10.88,sentiment_judge,0.4884990253411306,12.763233961210975
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.5,0.06805847841245824,30.7,33.8,sentiment_judge,0.23469785575048732,104.85249046349334
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.9,0.12229720525535225,76.0,73.1,sentiment_judge,0.2331384015594542,3729.128936877307
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.0,0.0,58.98,10.64,sentiment_judge,0.48596491228070177,12.736676801325112
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.1,0.10000525059010146,49.8,48.5,sentiment_judge,0.2621832358674464,242.2331312528342
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.5,0.5000247607354548,85.0,84.8,sentiment_judge,0.23957115009746588,507948.4987982543
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.9,0.9000072673462587,94.2,93.8,sentiment_judge,0.2658869395711501,156151.50010881163
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.0,0.0,11.2,10.9,sentiment_judge,0.5777777777777777,15.352902572562899
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.1,0.06302406129318297,11.6,11.2,sentiment_judge,0.5793372319688109,15.846220058777662
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.5,0.3142689983665407,12.7,11.5,sentiment_judge,0.5037037037037037,39.39830524119839
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.9,0.5667400004601071,86.2,87.0,sentiment_judge,0.2469785575048733,189551.68291123406
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.0,0.0,11.2,10.9,sentiment_judge,0.5777777777777777,15.352902572562899
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.1,0.0312182269301768,10.5,9.2,sentiment_judge,0.5766081871345029,15.3410696041913
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.5,0.15641968149086716,13.3,9.2,sentiment_judge,0.5621832358674463,18.5067452263912
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.9,0.28108379939934414,37.5,38.9,sentiment_judge,0.25925925925925924,275.55464842855264
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.0,0.0,11.2,10.9,sentiment_judge,0.5777777777777777,15.352902572562899
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.1,0.09999815915912046,8.2,10.14,sentiment_judge,0.47543859649122805,27.365817251513707
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.5,0.5000018388951124,94.4,94.0,sentiment_judge,0.24717348927875243,76373.96210025612
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.9,0.900004184183372,95.5,95.7,sentiment_judge,0.24269005847953215,116390.97232010243
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.0,0.0,68.4,8.5,sentiment_judge,0.7302144249512671,9.09248250204032
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.1,0.06707949785593814,15.04,8.9,sentiment_judge,0.7300194931773879,9.124902783980819
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.5,0.3344251741304417,16.0,14.6,sentiment_judge,0.5740740740740741,52.95948462606649
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,mlp_only,na,0.9,0.6026319460742585,86.4,84.1,sentiment_judge,0.23060428849902534,127096.99522585304
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.0,0.0,68.4,8.5,sentiment_judge,0.7302144249512671,9.09248250204032
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.1,0.023507871421922732,55.64,8.4,sentiment_judge,0.7313840155945419,9.129814326227377
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.5,0.11735706163083949,15.4,9.5,sentiment_judge,0.5939571150097466,18.530239555504327
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,global,attn_only,matrix,0.9,0.21147516677141676,93.8,94.3,sentiment_judge,0.23489278752436646,47051.83643939026
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.0,0.0,68.4,8.5,sentiment_judge,0.7302144249512671,9.09248250204032
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.1,0.09999739749077138,40.6,23.1,sentiment_judge,0.47738791423001947,65.30011894452987
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.5,0.5000091187269284,88.3,87.9,sentiment_judge,0.26842105263157895,1482828.6626046097
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-pls-suffix,10,500,na,na,na,0.9,0.9000101519738098,88.3,90.3,sentiment_judge,0.245224171539961,255083.22772054115
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.0,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.1,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.5,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.9,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.0,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.1,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.5,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.9,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.0,0.0,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.1,0.09999701675962966,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.5,0.5000024066385117,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.9,0.9000041148041953,76.4,79.7,sentiment_judge,0.23294346978557504,nan
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.0,0.0,87.98,11.14,sentiment_judge,0.48830409356725146,12.754249499437275
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.1,0.06559397034286997,51.88,10.2,sentiment_judge,0.4723196881091618,13.415926065505639
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.5,0.32679148250380763,35.8,26.5,sentiment_judge,0.2795321637426901,84.66049919522408
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.9,0.5867663234990687,77.8,85.1,sentiment_judge,0.24951267056530213,889732.6508136395
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.0,0.0,87.98,11.14,sentiment_judge,0.48830409356725146,12.754249499437275
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.1,0.013685475682423284,78.72,11.04,sentiment_judge,0.48635477582846004,12.783640052401665
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.5,0.06805848003091274,40.2,30.3,sentiment_judge,0.23138401559454191,108.30427952813602
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.9,0.12229720525535225,63.1,72.6,sentiment_judge,0.2331384015594542,3730.048183941526
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.0,0.0,87.98,11.14,sentiment_judge,0.48830409356725146,12.754249499437275
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.1,0.10000525059010146,55.04,40.9,sentiment_judge,0.2614035087719298,240.88985903532827
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.5,0.5000247607354548,82.5,84.8,sentiment_judge,0.2391812865497076,502698.2536829846
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.9,0.9000072673462587,93.8,93.8,sentiment_judge,0.2654970760233918,156279.43837534904
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.0,0.0,68.98,10.9,sentiment_judge,0.5754385964912281,15.448202519732924
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.1,0.0630242060640632,70.38,10.1,sentiment_judge,0.5773879142300195,15.94367282639697
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.5,0.31426845166406925,28.4,10.04,sentiment_judge,0.5050682261208577,39.74574911460589
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.9,0.5667399907312717,85.9,90.5,sentiment_judge,0.245224171539961,185848.95429308547
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.0,0.0,68.98,10.9,sentiment_judge,0.5754385964912281,15.448202519732924
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.1,0.031220559672594798,68.4,10.1,sentiment_judge,0.5769980506822612,15.444635302232697
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.5,0.15641938047779322,52.4,8.5,sentiment_judge,0.5639376218323586,18.57239833103212
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.9,0.2810838178405696,34.0,39.7,sentiment_judge,0.26159844054580894,276.7335840969493
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.0,0.0,68.98,10.9,sentiment_judge,0.5754385964912281,15.448202519732924
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.1,0.09999815915912046,21.8,10.14,sentiment_judge,0.4760233918128655,27.382701142980014
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.5,0.5000018388951124,92.8,93.9,sentiment_judge,0.2475633528265107,76506.46848061185
OLMo 3 7B,olmo-3-7b-instruct,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.9,0.900004184183372,94.8,95.1,sentiment_judge,0.24405458089668616,116415.31476201865
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.0,0.0,78.44,9.3,sentiment_judge,0.7282651072124756,9.116394432389782
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.1,0.06707837709632765,43.7,8.6,sentiment_judge,0.7267056530214425,9.155060267435305
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.5,0.3344251860639957,38.1,16.1,sentiment_judge,0.5693957115009747,52.9026737780844
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,mlp_only,na,0.9,0.6026319460742585,88.2,87.4,sentiment_judge,0.2309941520467836,127037.1957977333
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.0,0.0,78.44,9.3,sentiment_judge,0.7282651072124756,9.116394432389782
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.1,0.023507874653926935,73.92,8.84,sentiment_judge,0.7296296296296296,9.165552437042303
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.5,0.11735705392375255,44.2,10.0,sentiment_judge,0.590448343079922,18.70281254765614
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,global,attn_only,matrix,0.9,0.21147516677141676,93.9,94.2,sentiment_judge,0.24015594541910332,45952.22269793847
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.0,0.0,78.44,9.3,sentiment_judge,0.7282651072124756,9.116394432389782
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.1,0.09999739749077138,44.3,23.4,sentiment_judge,0.47192982456140353,63.450185479451115
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.5,0.5000091187269284,82.9,83.9,sentiment_judge,0.26842105263157895,1381741.311013533
Qwen3 4B,qwen3-4b-instruct-2507,Sentiment,ghost-sem-pool-suffix,10,500,na,na,na,0.9,0.9000101519738098,89.4,89.4,sentiment_judge,0.245224171539961,254868.17473495874
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,mlp_only,na,0.0,0.0,9.4,6.7,sentiment_judge,0.6807017543859649,7.039189444445845
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,mlp_only,na,0.1,0.07534561767514164,9.4,6.7,sentiment_judge,0.6816764132553607,7.087654880618428
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,mlp_only,na,0.5,0.376451863012651,9.4,6.7,sentiment_judge,0.5674463937621832,221.3489422621816
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,mlp_only,na,0.9,0.6767529437907401,88.0,84.8,sentiment_judge,0.253411306042885,1537647.3390896262
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,attn_only,matrix,0.0,0.0,9.4,6.7,sentiment_judge,0.6807017543859649,7.039189444445845
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,attn_only,matrix,0.1,0.017958277411445553,9.4,6.7,sentiment_judge,0.6791423001949318,7.1038584676870515
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,attn_only,matrix,0.5,0.08972420731752766,9.4,6.7,sentiment_judge,0.484990253411306,444.3608165128064
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,global,attn_only,matrix,0.9,0.16103070472161896,63.1,67.7,sentiment_judge,0.23528265107212476,5889.578313392556
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,na,na,na,0.0,0.0,9.4,6.7,sentiment_judge,0.6807017543859649,7.039189444445845
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,na,na,na,0.1,0.09999701675962966,8.9,6.1,sentiment_judge,0.3497076023391813,42.32721599446154
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,na,na,na,0.5,0.5000024066385117,87.8,86.8,sentiment_judge,0.253411306042885,573941.9812669746
Llama 3.1 8B,llama-3.1-8b-instruct,Sentiment,pls-suffix,10,250,na,na,na,0.9,0.9000041148041953,86.0,84.1,sentiment_judge,0.253411306042885,158344.18852606727
Llama 3.2 1B,llama-3.2-1b-instruct,Sentiment,pls-suffix,10,100,global,mlp_only,na,0.0,0.0,40.4,6.7,sentiment_judge,0.48089668615984404,13.079763606915215
